ID,Language_ID,Form,Description,Part_Of_Speech,Parameter_ID,Morpho_Segments,Stem_ID,Segments,Comment,Source,Media_ID
wetopo-kill-circ-nmlz,yab,wëtopo,,n,kill-CIRC.NMLZ,wë topo,,,,,
teseke-prop-name-prop,yab,teseke,,adv,PROP-name-PROP,t ese ke,,,,,
mira-priodontes-maximus,yab,mïra,,n,priodontes_maximus,mïra,,,,,
tayakijtesaj-3p-sleep-with-pfv,yab,tayakïjtësaj,,vt,3P-sleep_with-PFV,ta yakïjtë saj,,,,,
inwa-3-glute-pert,yab,inwa,,n,3-glute-PERT,i nwa ∅,,,,,
tapiremi-red-nmlz,yab,tapiremï,,n,red-NMLZ,tapire mï,,,,,
winiki-sleep-ipfv,yab,wïnïkï,,vi,sleep-IPFV,wïnïkï ∅,,,,,
mone-vagina,yab,mone,,n,vagina,mone,,,,,
winijsaj-sleep-abs-nmlz,yab,wïnïjsaj,,n,sleep-ABS.NMLZ,wïnïj saj,,,,,
womiri-enter-ipfv,yab,womïrï,,vi,enter-IPFV,womï rï,,,,,
apataka-come-out-acnnmlz,yab,apataka,,n,come_out-ACNNMLZ,apataka ∅,,,,,
waraijtokem-husband-prop-nmlz,yab,waraijtokem,,n,husband-PROP-NMLZ,waraijto ke m,,,,,
apatakai-come-out-hort,yab,apatakai,,vi,come_out-HORT,apataka i,,,,,
tachikaja-3p-bite-neg,yab,tachikaja,,vt,3P-bite-NEG,ta chika ja,,,,,
patakapeti-take-out-plur-ipfv,yab,patakapëti,,vt,take_out-PLUR-IPFV,pataka pëti ∅,,,,,
esemapori-die-des-ipfv,yab,ësëmapori,,vi,die-DES-IPFV,ësëma po ri,,,,,
semapori-die-des-ipfv,yab,sëmapori,,vi,die-DES-IPFV,sëma po ri,,,,,
ye-tooth,yab,ye,,n,tooth,ye,,,,,
yan-pick-up-acnnmlz,yab,yan,,n,pick_up-ACNNMLZ,yan ∅,,,,,
tayamijpe-3p-pick-up-pst,yab,tayamïjpë,,vt,3P-pick_up-PST,ta yamï jpë,,,,,
inwapeke-3-glute-about,yab,inwapëkë,,postp,3-glute-about,i nwa pëkë,,,,,
wejsare-come-imn,yab,wejsarë,,vi,come-IMN,wej sarë,,,,,
waijta-mouse,yab,waijta,,n,mouse,waijta,,,,,
winijse-sleep-sup,yab,wïnïjse,,adv,sleep-SUP,wïnïj se,,,,,
tawani-darkness,yab,tawani,,n,darkness,tawani,,,,,
enujse-go-up-pst,yab,ënujse,,vi,go_up-PST,ënuj se,,,,,
waijtaton-mouse-pl,yab,waijtaton,,n,mouse-PL,waijta ton,,,,,
nwajte-dance-ipfv,yab,nwajtë,,vi,dance-IPFV,nwajtë ∅,,,,,
sakunkai-s,yab,sakunkai,,intj,S.,sakunkai,,,,,
wurijyampijke-woman-dim,yab,wurijyampïjkë,,n,woman-DIM,wurijyam pïjkë,,,,,
nai-do-ipfv,yab,nai,,vt,do-IPFV,nai ∅,,,,,
naijpetiri-do-plur-ipfv,yab,naijpëtiri,,vt,do-PLUR-IPFV,naij pëti ri,,,,,
waijtatomo-mouse-pl,yab,waijtatomo,,n,mouse-PL,waijta tomo,,,,,
nwajteri-dance-ipfv,yab,nwajtëri,,vi,dance-IPFV,nwajtë ri,,,,,
ejwenakase-vomit-pst,yab,ëjwenakase,,vi,vomit-PST,ëjwenaka se,,,,,
iwenaru-3-vomit-pert,yab,iwenaru,,n,3-vomit-PERT,i wena ru,,,,,
sujtase-urinate-pst,yab,sujtase,,vi,urinate-PST,sujta se,,,,,
sukuru-urine-pert,yab,sukuru,,n,urine-PERT,suku ru,,,,,
sujta-urinate-ipfv,yab,sujta,,vi,urinate-IPFV,sujta ∅,,,,,
waijtatomojpe-mouse-pl-pst,yab,waijtatomojpë,,n,mouse-PL-PST,waijta tomo jpë,,,,,
tipase-go-in-group-pst,yab,tipase,,vi,go_in_group-PST,tipa se,,,,,
ejwenakajpe-vomit-pst-acnnmlz,yab,ëjwenakajpë,,n,vomit-PST.ACNNMLZ,ëjwenaka jpë,,,,,
tainpetiri-3p-see-plur-ipfv,yab,tainpëtiri,,vt,3P-see-PLUR-IPFV,ta in pëti ri,,,,,
inpeti-see-plur-ipfv,yab,inpëti,,vt,see-PLUR-IPFV,in pëti ∅,,,,,
wenakajpe-vomit-pst,yab,wenakajpë,,vt,vomit-PST,wenaka jpë,,,,,
wenarujpe-vomit-pert-pst,yab,wenarujpë,,n,vomit-PERT-PST,wena ru jpë,,,,,
kerejpe-old,yab,kërëjpë,,n,old,kërëjpë,,,,,
tipapejse-go-in-group-plur-pst,yab,tipapëjse,,vi,go_in_group-PLUR-PST,tipa pëj se,,,,,
ajpachi-undergrowth,yab,ajpachi,,n,undergrowth,ajpachi,,,,,
wonse-enter-pst,yab,wonse,,vi,enter-PST,won se,,,,,
ochi-o,yab,ochi,,n,O.,ochi,,,,,
yakino-lk-younger-brother-pert,yab,yakino,,n,LK-younger_brother-PERT,y akino ∅,,,,,
tototom-non-indian-pl,yab,tototom,,n,non_Indian-PL,toto tom,,,,,
porekem-leg-prop-nmlz,yab,porekem,,n,leg-PROP-NMLZ,pore ke m,,,,,
poreri-leg-pert-1,yab,porerï,,n,leg-PERT,pore rï,,,,,
mukukem-child-prop-nmlz,yab,mukukem,,n,child-PROP-NMLZ,muku ke m,,,,,
tayamaneri-3p-make-ipfv,yab,tayamanëri,,vt,3P-make-IPFV,ta yamanë ri,,,,,
poreke-leg-prop,yab,poreke,,adv,leg-PROP,pore ke,,,,,
yatunu-day,yab,yatunu,,n,day,yatunu,,,,,
takino-3-younger-brother-pert,yab,takino,,n,3-younger_brother-PERT,t akino ∅,,,,,
sampu-black-piranha,yab,sampu,,n,black_piranha,sampu,,,,,
tayojtese-3p-fish-with-hook-pst,yab,tayojtëse,,vt,3P-fish_with_hook-PST,ta yojtë se,,,,,
karasakem-white-nmlz,yab,karasakem,,n,white-NMLZ,karasake m,,,,,
tayantojpe-3p-pick-up-fut,yab,tayantojpe,,vt,3P-pick_up-FUT,ta yan tojpe,,,,,
tayenepo-3p-eat-meat-des-ipfv,yab,tayënëpo,,vt,3P-eat(meat)-DES-IPFV,ta yënë po ∅,,,,,
tayenepese-3p-send-away-pst,yab,tayenepese,,vt,3P-send_away-PST,ta yenepe se,,,,,
yenari-lk-nose-pert,yab,yënari,,n,LK-nose-PERT,y ëna ri,,,,,
tatojpajpe-3p-hit-pst,yab,tatojpajpë,,vt,3P-hit-PST,ta tojpa jpë,,,,,
penejpe-piranha-pst,yab,penejpë,,n,piranha-PST,pene jpë,,,,,
tayojte-3p-fish-with-hook-ipfv,yab,tayojtë,,vt,3P-fish_with_hook-IPFV,ta yojtë ∅,,,,,
tayojteja-3p-fish-with-hook-neg,yab,tayojtëja,,vt,3P-fish_with_hook-NEG,ta yojtë ja,,,,,
tarokase-3p-wash-pst,yab,tarokase,,vt,3P-wash-PST,ta roka se,,,,,
roka-wash-acnnmlz,yab,roka,,n,wash-ACNNMLZ,roka ∅,,,,,
weretapejse-arrive-plur-pst,yab,weretapëjse,,vi,arrive-PLUR-PST,wereta pëj se,,,,,
wereta-arrive-acnnmlz,yab,wereta,,n,arrive-ACNNMLZ,wereta ∅,,,,,
winijpejteke-sleep-plur-pl-imp,yab,wïnïjpëjtëkë,,vi,sleep-PLUR-PL-IMP,wïnïj pëj të kë,,,,,
yantoj-pick-up-circ-nmlz,yab,yantoj,,n,pick_up-CIRC.NMLZ,yan toj,,,,,
winijpejse-sleep-plur-pst,yab,wïnïjpëjse,,vi,sleep-PLUR-PST,wïnïj pëj se,,,,,
tayamanse-3p-make-pst,yab,tayamanse,,vt,3P-make-PST,ta yaman se,,,,,
putuja-feel-neg,yab,putuja,,vt,feel-NEG,putu ja,,,,,
weka-defecate-ipfv,yab,weka,,vi,defecate-IPFV,weka ∅,,,,,
iporeri-3-leg-pert,yab,iporeri,,n,3-leg-PERT,i pore ri,,,,,
tutojpano-give-fut-concl,yab,tutojpano,,vt,give-FUT.CONCL,tu tojpano,,,,,
apontejpe-seat-pst,yab,apontëjpë,,n,seat-PST,apontë jpë,,,,,
kamwiyajkase-change-sup,yab,kamwiyajkase,,adv,change-SUP,kamwiyajka se,,,,,
tase-say-sup,yab,tase,,adv,say-SUP,ta se,,,,,
tayamija-3p-pick-up-neg,yab,tayamïja,,vt,3P-pick_up-NEG,ta yamï ja,,,,,
atike-plot-of-cultivated-land-prop,yab,atike,,adv,plot_of_cultivated_land-PROP,ati ke,,,,,
wejte-go-down-acnnmlz,yab,wëjtë,,n,go_down-ACNNMLZ,wëjtë ∅,,,,,
tasem-say-ptcp-nmlz,yab,tasem,,n,say-PTCP-NMLZ,ta se m,,,,,
tajnonton-piaroa-pl,yab,tajnonton,,n,Piaroa-PL,tajnon ton,,,,,
yej-lk-house-pert,yab,yëj,,n,LK-house-PERT,y ëj ∅,,,,,
teki-3-chicha-pert,yab,tëkï,,n,3-chicha-PERT,t ëkï ∅,,,,,
yepema-pay-ipfv,yab,yepema,,vt,pay-IPFV,yepema ∅,,,,,
chimari-path-pert,yab,chimari,,n,path-PERT,chima ri,,,,,
enujta-go-up-motimp,yab,ënujta,,vi,go_up-MOTIMP,ënuj ta,,,,,
enuku-go-up-ipfv,yab,ënuku,,vi,go_up-IPFV,ënuku ∅,,,,,
enujke-go-up-imp,yab,ënujkë,,vi,go_up-IMP,ënuj kë,,,,,
irui-3-older-brother-pert,yab,irui,,n,3-older_brother-PERT,i rui ∅,,,,,
tainpo-3p-see-des-ipfv,yab,tainpo,,vt,3P-see-DES-IPFV,ta in po ∅,,,,,
taintojpe-3p-see-fut,yab,taintojpe,,vt,3P-see-FUT,ta in tojpe,,,,,
yapejjrama-grab-proh,yab,yapëjjrama,,vt,grab-PROH,yapëj jrama,,,,,
enuku-go-up-acnnmlz,yab,ënuku,,n,go_up-ACNNMLZ,ënuku ∅,,,,,
tamejyakase-3p-uncover-pst,yab,tamejyakase,,vt,3P-uncover-PST,ta mejyaka se,,,,,
tayanse-3p-pick-up-pst,yab,tayanse,,vt,3P-pick_up-PST,ta yan se,,,,,
tayapejtojpe-3p-grab-fut,yab,tayapëjtojpe,,vt,3P-grab-FUT,ta yapëj tojpe,,,,,
yapichija-grab-neg,yab,yapïchija,,vt,grab-NEG,yapïchi ja,,,,,
esemapejse-die-plur-pst,yab,ësëmapëjse,,vi,die-PLUR-PST,ësëma pëj se,,,,,
tawejkatojpano-dawn-fut-concl,yab,tawejkatojpano,,vi,dawn-FUT.CONCL,tawejka tojpano,,,,,
tawejkaja-dawn-neg,yab,tawejkaja,,vi,dawn-NEG,tawejka ja,,,,,
inwari-3-glute-pert,yab,inwari,,n,3-glute-PERT,i nwa ri,,,,,
tajta-say-motimp,yab,tajta,,vt,say-MOTIMP,taj ta,,,,,
noro-parrot-sp,yab,noro,,n,parrot.sp,noro,,,,,
ejpenakapeti-return-plur-ipfv,yab,ëjpënakapëti,,vi,return-PLUR-IPFV,ëjpënaka pëti ∅,,,,,
tayanijse-3p-call-pst,yab,tayanïjse,,vt,3P-call-PST,ta yanïj se,,,,,
yujwajpe-burn-pst,yab,yujwajpë,,vt,burn-PST,yujwa jpë,,,,,
tataja-3p-say-neg,yab,tataja,,vt,3P-say-NEG,ta ta ja,,,,,
kij-ugh,yab,kïj,,intj,ugh,kïj,,,,,
yepemata-pay-motimp,yab,yepemata,,vt,pay-MOTIMP,yepema ta,,,,,
tanepi-3p-bring-ipfv,yab,tanepï,,vt,3P-bring-IPFV,ta nepï ∅,,,,,
ejnai-make-self-ipfv,yab,ëjnai,,vi,make_self-IPFV,ëjnai ∅,,,,,
tayapichija-3p-grab-neg,yab,tayapïchija,,vt,3P-grab-NEG,ta yapïchi ja,,,,,
tenesem-fish,yab,tënësem,,n,fish,tënësem,,,,,
ejnemese-remain-sup,yab,ëjnëmëse,,adv,remain-SUP,ëjnëmë se,,,,,
sakau-sand,yab,sakau,,n,sand,sakau,,,,,
yami-pick-up-ipfv,yab,yamï,,vt,pick_up-IPFV,yamï ∅,,,,,
tayampo-3p-pick-up-des-ipfv,yab,tayampo,,vt,3P-pick_up-DES-IPFV,ta yam po ∅,,,,,
yamanpejse-make-plur-pst,yab,yamanpëjse,,vt,make-PLUR-PST,yaman pëj se,,,,,
weri-kill-ipfv,yab,wëri,,vt,kill-IPFV,wë ri,,,,,
wonke-enter-imp,yab,wonkë,,vi,enter-IMP,won kë,,,,,
itapo-hear-des-ipfv,yab,itapo,,vt,hear-DES-IPFV,ita po ∅,,,,,
tawese-3p-kill-pst,yab,tawëse,,vt,3P-kill-PST,ta wë se,,,,,
weke-kill-imp,yab,wëkë,,vt,kill-IMP,wë kë,,,,,
kamere-lightning,yab,kamere,,n,lightning,kamere,,,,,
wejka-fall-acnnmlz,yab,wëjka,,n,fall-ACNNMLZ,wëjka ∅,,,,,
kamwiyajkapo-change-des-ipfv,yab,kamwiyajkapo,,vt,change-DES-IPFV,kamwiyajka po ∅,,,,,
tayenekapo-3p-take-away-des-ipfv,yab,tayenekapo,,vt,3P-take_away-DES-IPFV,ta yeneka po ∅,,,,,
tayamiri-3p-pick-up-ipfv,yab,tayamïrï,,vt,3P-pick_up-IPFV,ta yamï rï,,,,,
pupuri-bactris-gasipaes,yab,pupuri,,n,Bactris_gasipaes,pupuri,,,,,
tasemejse-3p-defend-pst,yab,tasemejse,,vt,3P-defend-PST,ta semej se,,,,,
yanepijke-mother-dim,yab,yanëpïjkë,,n,mother-DIM,yanë pïjkë,,,,,
ipachi-3-older-sister-of-woman-pert,yab,ipachi,,n,3-older_sister_of_woman-PERT,i pachi ∅,,,,,
mukuke-child-prop,yab,mukuke,,adv,child-PROP,muku ke,,,,,
tatemekiri-3p-defend-ipfv,yab,tatemekïrï,,vt,3P-defend-IPFV,ta temekï rï,,,,,
esepeke-detrz-about,yab,ësëpëkë,,postp,DETRZ-about,ësë pëkë,,,,,
tatupo-3p-give-des-ipfv,yab,tatupo,,vt,3P-give-DES-IPFV,ta tu po ∅,,,,,
asamori-cry-acnnmlz,yab,asamori,,n,cry-ACNNMLZ,asamo ri,,,,,
tupo-give-des-ipfv,yab,tupo,,vt,give-DES-IPFV,tu po ∅,,,,,
tasemeki-3p-defend-ipfv,yab,tasemekï,,vt,3P-defend-IPFV,ta semekï ∅,,,,,
yorojyamori-lk-evil-being-pert,yab,yorojyamori,,n,LK-evil_being-PERT,y orojyamo ri,,,,,
yorojyamorijpe-lk-evil-being-pert-pst,yab,yorojyamorijpë,,n,LK-evil_being-PERT-PST,y orojyamo ri jpë,,,,,
teijpono-far-nmlz-1,yab,tëijpono,,n,far-NMLZ,tëijpo no,,,,,
pijpe-skin,yab,pijpë,,n,skin,pijpë,,,,,
yorojyamo-lk-evil-being-pert,yab,yorojyamo,,n,LK-evil_being-PERT,y orojyamo ∅,,,,,
patakake-take-out-imp,yab,patakakë,,vt,take_out-IMP,pataka kë,,,,,
yenu-lk-eye-pert,yab,yënu,,n,LK-eye-PERT,y ënu ∅,,,,,
epese-escape-pst,yab,epese,,vi,escape-PST,epe se,,,,,
ijteta-3-go-motimp,yab,ijtëta,,vi,3-go-MOTIMP,ij të ta,,,,,
tapanaimase-3p-give-advice-pst,yab,tapanaimase,,vt,3P-give_advice-PST,ta panaima se,,,,,
men-dist-inan,yab,mën,,dem,DIST.INAN,mën,,,,,
inajpiri-3-grandfather-pert,yab,inajpïrï,,n,3-grandfather-PERT,i najpï rï,,,,,
waraijtorijpe-husband-pert-pst,yab,waraijtorijpë,,n,husband-PERT-PST,waraijto ri jpë,,,,,
yenepo-eat-meat-des-ipfv,yab,yënëpo,,vt,eat(meat)-DES-IPFV,yënë po ∅,,,,,
ami-unidentified-plant,yab,amï,,n,unidentified_plant,amï,,,,,
tanaijpeti-3p-do-plur-ipfv,yab,tanaijpëti,,vt,3P-do-PLUR-IPFV,ta naij pëti ∅,,,,,
tanaise-3p-do-pst,yab,tanaise,,vt,3P-do-PST,ta nai se,,,,,
tanaijpetiri-3p-do-plur-ipfv,yab,tanaijpëtiri,,vt,3P-do-PLUR-IPFV,ta naij pëti ri,,,,,
moronori-poison-pert,yab,moronori,,n,poison-PERT,morono ri,,,,,
chiyakontomo-friend-pl,yab,chiyakontomo,,n,friend-PL,chiyakon tomo,,,,,
yapijtontomo-old-pl,yab,yapijtontomo,,n,old-PL,yapijton tomo,,,,,
ye-tooth-1,yab,yë,,n,tooth,yë,,,,,
tojpapejse-hit-plur-pst,yab,tojpapëjse,,vt,hit-PLUR-PST,tojpa pëj se,,,,,
yawotomo-lk-uncle-pert-pl,yab,yawotomo,,n,LK-uncle-PERT-PL,y awo ∅ tomo,,,,,
yansaj-pick-up-abs-nmlz,yab,yansaj,,n,pick_up-ABS.NMLZ,yan saj,,,,,
awanenei-2-aunt-pert,yab,awanenei,,n,2-aunt-PERT,a wanene i,,,,,
yakaramasaj-tell-abs-nmlz,yab,yakaramasaj,,n,tell-ABS.NMLZ,yakarama saj,,,,,
wanenei-aunt-pert,yab,wanenei,,n,aunt-PERT,wanene i,,,,,
iwaraijto-3-husband-pert,yab,iwaraijto,,n,3-husband-PERT,i waraijto ∅,,,,,
iwanenei-3-aunt-pert,yab,iwanenei,,n,3-aunt-PERT,i wanene i,,,,,
tataropo-3p-say-des-ipfv,yab,tataropo,,vt,3P-say-DES-IPFV,ta taro po ∅,,,,,
pojteni-want-agtnmlz,yab,pojtëni,,n,want-AGTNMLZ,pojtë ni,,,,,
yatiri-lk-plot-of-cultivated-land-pert,yab,yatïrï,,n,LK-plot_of_cultivated_land-PERT,y atï rï,,,,,
yaketeke-cut-imp,yab,yakëtëkë,,vt,cut-IMP,yakëtë kë,,,,,
tatirijpe-3-plot-of-cultivated-land-pert-pst,yab,tatïrïjpë,,n,3-plot_of_cultivated_land-PERT-PST,t atï rï jpë,,,,,
korokoro-c,yab,korokoro,,n,C.,korokoro,,,,,
winikijnari-sleep-ipfv-neg,yab,wïnïkïjnari,,vi,sleep-IPFV-NEG,wïnïkï ∅ jnari,,,,,
wirejpe-1pro-pst,yab,wïrëjpë,,pn,1PRO-PST,wïrë jpë,,,,,
yawankase-kill-sup,yab,yawankase,,adv,kill-SUP,yawanka se,,,,,
wanita-j,yab,wanita,,n,J.,wanita,,,,,
samo-cry-ipfv,yab,samo,,vi,cry-IPFV,samo ∅,,,,,
picha-capuchin-monkey,yab,picha,,n,capuchin_monkey,picha,,,,,
tajropo-have-fever-ipfv,yab,tajropo,,vi,have_fever-IPFV,tajropo ∅,,,,,
anoto-annatto,yab,anoto,,n,annatto,anoto,,,,,
tayapimajpe-3p-make-worse-pst,yab,tayapimajpë,,vt,3P-make_worse-PST,ta yapima jpë,,,,,
pimi-neck,yab,pïmï,,n,neck,pïmï,,,,,
yakaramaja-tell-neg,yab,yakaramaja,,vt,tell-NEG,yakarama ja,,,,,
yaketeja-cut-neg,yab,yakëtëja,,vt,cut-NEG,yakëtë ja,,,,,
yepemaja-pay-neg,yab,yepemaja,,vt,pay-NEG,yepema ja,,,,,
tojpa-hit-ipfv,yab,tojpa,,vt,hit-IPFV,tojpa ∅,,,,,
warotapo-work-des-ipfv,yab,warotapo,,vi,work-DES-IPFV,warota po ∅,,,,,
warotapojnari-work-des-ipfv-neg,yab,warotapojnari,,vi,work-DES-IPFV-NEG,warota po ∅ jnari,,,,,
tichikimurujpe-3-knee-pert-pst,yab,tichikimurujpë,,n,3-knee-PERT-PST,t ichikimu ru jpë,,,,,
pota-mouth,yab,pota,,n,mouth,pota,,,,,
nankase-find-pst,yab,nankase,,vt,find-PST,nanka se,,,,,
takerejtomo-3-relative-pert-pl,yab,takerejtomo,,n,3-relative-PERT-PL,t akere j tomo,,,,,
irario-h,yab,irario,,n,H.,irario,,,,,
yerepunu-lk-sick-pert,yab,yerepunu,,n,LK-sick-PERT,y erepunu ∅,,,,,
pachiri-older-sister-of-woman-pert,yab,pachiri,,n,older_sister_of_woman-PERT,pachi ri,,,,,
tichikimuru-3-knee-pert,yab,tichikimuru,,n,3-knee-PERT,t ichikimu ru,,,,,
patakasape-take-out-pfv,yab,patakasapë,,vt,take_out-PFV,pataka sapë,,,,,
yawankanijpe-kill-agtnmlz-pst,yab,yawankanijpë,,n,kill-AGTNMLZ-PST,yawanka ni jpë,,,,,
kochari-tail-pert,yab,kochari,,n,tail-PERT,kocha ri,,,,,
mujnajtese-bury-sup,yab,mujnajtëse,,adv,bury-SUP,mujnajtë se,,,,,
semase-die-pst,yab,sëmase,,vi,die-PST,sëma se,,,,,
aj-ah,yab,aj,,intj,ah,aj,,,,,
tamanaku-t,yab,tamanaku,,n,T.,tamanaku,,,,,
mukurujpe-child-pert-pst,yab,mukurujpë,,n,child-PERT-PST,muku ru jpë,,,,,
tesetijpe-3-name-pert-pst,yab,tesetijpë,,n,3-name-PERT-PST,t ese ti jpë,,,,,
semajpe-die-pst,yab,sëmajpë,,vi,die-PST,sëma jpë,,,,,
waimupeke-speak-prog-tr,yab,waimupëkë,,vi,speak-PROG.TR,waimu pëkë,,,,,
wanenetomo-aunt-pl,yab,wanenetomo,,n,aunt-PL,wanene tomo,,,,,
senkapeti-finish-plur-ipfv,yab,sënkapëti,,vi,finish-PLUR-IPFV,sënka pëti ∅,,,,,
najmotomo-grandmother-pl,yab,najmotomo,,n,grandmother-PL,najmo tomo,,,,,
chiwapure-c,yab,chiwapure,,n,C.,chiwapure,,,,,
puritomo-older-pl,yab,puritomo,,n,older-PL,puri tomo,,,,,
wejpetijpe-come-plur-pst,yab,wejpëtijpë,,vi,come-PLUR-PST,wej pëti jpë,,,,,
iyipi-3-mountain-pert,yab,iyïpï,,n,3-mountain-PERT,i yïpï ∅,,,,,
inono-3-earth-pert,yab,inono,,n,3-earth-PERT,i nono ∅,,,,,
tajnon-piaroa,yab,tajnon,,n,Piaroa,tajnon,,,,,
tewine-3-from,yab,tëwinë,,postp,3-from,të winë,,,,,
tamutom-3-ripeness-pert-pl,yab,tamutom,,n,3-ripeness-PERT-PL,t amu ∅ tom,,,,,
kontom-pl,yab,kontom,,part,PL,kontom,,,,,
senkane-finish-inf,yab,sënkanë,,n,finish-INF,sënka në,,,,,
pijiguao-bactris-gasipaes,yab,pijiguao,,n,Bactris_gasipaes,pijiguao,,,,,
warotanepeke-work-prog-intr,yab,warotanëpëkë,,vi,work-PROG.INTR,warota nëpëkë,,,,,
najmotom-grandmother-pl,yab,najmotom,,n,grandmother-PL,najmo tom,,,,,
yipiri-mountain-pert-1,yab,yïpïri,,n,mountain-PERT,yïpï ri,,,,,
wejkatopo-fall-circ-nmlz,yab,wëjkatopo,,n,fall-CIRC.NMLZ,wëjka topo,,,,,
yipirijpe-mountain-pert-pst,yab,yïpïrïjpë,,n,mountain-PERT-PST,yïpï rï jpë,,,,,
asamonepeke-cry-prog-intr,yab,asamonëpëkë,,vi,cry-PROG.INTR,asamo nëpëkë,,,,,
inchare-see-imn,yab,incharë,,vt,see-IMN,in charë,,,,,
semonepeke-cry-prog-intr,yab,sëmonëpëkë,,vi,cry-PROG.INTR,sëmo nëpëkë,,,,,
wanenetom-aunt-pl,yab,wanenetom,,n,aunt-PL,wanene tom,,,,,
waimute-speak-inf,yab,waimutë,,n,speak-INF,waimu të,,,,,
semone-cry-inf,yab,sëmonë,,n,cry-INF,sëmo në,,,,,
kukuru-answer-ipfv,yab,kukuru,,vt,answer-IPFV,kuku ru,,,,,
ere-liver,yab,ere,,n,liver,ere,,,,,
yapejsare-grab-imn,yab,yapëjsarë,,vt,grab-IMN,yapëj sarë,,,,,
ipejsape-put-plur-pfv,yab,ipëjsapë,,vt,put-PLUR-PFV,i pëj sapë,,,,,
panaima-give-advice-acnnmlz,yab,panaima,,n,give_advice-ACNNMLZ,panaima ∅,,,,,
tapa-beat-acnnmlz,yab,tapa,,n,beat-ACNNMLZ,tapa ∅,,,,,
tapa-beat-ipfv,yab,tapa,,vt,beat-IPFV,tapa ∅,,,,,
panaimatojpano-give-advice-fut-concl,yab,panaimatojpano,,vt,give_advice-FUT.CONCL,panaima tojpano,,,,,
panaimasemi-give-advice-ptcp-nmlz,yab,panaimasemï,,n,give_advice-PTCP-NMLZ,panaima se mï,,,,,
yopoke-find-imp,yab,yopokë,,vt,find-IMP,yopo kë,,,,,
panaimaja-give-advice-neg,yab,panaimaja,,vt,give_advice-NEG,panaima ja,,,,,
keyetari-grow-ipfv,yab,këyetari,,vi,grow-IPFV,këyeta ri,,,,,
waimutepeke-speak-prog-intr,yab,waimutëpëkë,,vi,speak-PROG.INTR,waimu tëpëkë,,,,,
itapejteke-hear-plur-pl-imp,yab,itapëjtëkë,,vt,hear-PLUR-PL-IMP,ita pëj të kë,,,,,
yawotom-lk-uncle-pert-pl,yab,yawotom,,n,LK-uncle-PERT-PL,y awo ∅ tom,,,,,
waimutomo-language-pl,yab,waimutomo,,n,language-PL,waimu tomo,,,,,
yapijtomtom-old-pl,yab,yapijtomtom,,n,old-PL,yapijtom tom,,,,,
chiyakono-friend,yab,chiyakono,,n,friend,chiyakono,,,,,
yamija-pick-up-neg,yab,yamïja,,vt,pick_up-NEG,yamï ja,,,,,
yopojpe-find-pst,yab,yopojpë,,vt,find-PST,yopo jpë,,,,,
yewukuja-answer-neg,yab,yëwukuja,,vt,answer-NEG,yëwuku ja,,,,,
chiyakon-friend,yab,chiyakon,,n,friend,chiyakon,,,,,
ichemi-put-ptcp-nmlz,yab,ichemï,,n,put-PTCP-NMLZ,i che mï,,,,,
piuj-rustle,yab,piuj,,ideo,rustle,piuj,,,,,
eseneja-see-self-neg,yab,eseneja,,vi,see_self-NEG,esene ja,,,,,
takonojpe-other-pst,yab,takonojpë,,n,other-PST,takono jpë,,,,,
chipeken-because,yab,chipëkën,,part,because,chipëkën,,,,,
ejne-1-2pro-1,yab,ejne,,pn,1+2PRO,ejne,,,,,
itajpe-hear-pst-acnnmlz,yab,itajpë,,n,hear-PST.ACNNMLZ,ita jpë,,,,,
chimajpe-path-pst,yab,chimajpë,,n,path-PST,chima jpë,,,,,
yarepejse-bring-plur-pst,yab,yarëpëjse,,vt,bring-PLUR-PST,yarë pëj se,,,,,
chimarijpe-path-pert-pst,yab,chimarijpë,,n,path-PERT-PST,chima ri jpë,,,,,
inonori-3-earth-pert,yab,inonori,,n,3-earth-PERT,i nono ri,,,,,
semekija-defend-neg,yab,semekïja,,vt,defend-NEG,semekï ja,,,,,
yakonojpe-lk-younger-sister-of-woman-pert-pst,yab,yakonojpë,,n,LK-younger_sister_of_woman-PERT-PST,y akono ∅ jpë,,,,,
yenke-drink-imp,yab,yënkë,,vt,drink-IMP,yën kë,,,,,
yensem-drink-ptcp-nmlz,yab,yënsem,,n,drink-PTCP-NMLZ,yën se m,,,,,
sempinukuja-close-eyes-neg,yab,sëmpinukuja,,vi,close_eyes-NEG,sëmpinuku ja,,,,,
intojpano-see-fut-concl,yab,intojpano,,vt,see-FUT.CONCL,in tojpano,,,,,
wenkejne-forget-inf,yab,wënkejnë,,n,forget-INF,wënkej në,,,,,
peremekiri-speak-ipfv,yab,peremekïrï,,vi,speak-IPFV,peremekï rï,,,,,
epepeke-escape-prog-tr,yab,epepëkë,,vi,escape-PROG.TR,epe pëkë,,,,,
yapejpetiri-grab-plur-ipfv,yab,yapëjpëtiri,,vt,grab-PLUR-IPFV,yapëj pëti ri,,,,,
waimuruntopo-speak-circ-nmlz,yab,waimuruntopo,,n,speak-CIRC.NMLZ,waimurun topo,,,,,
wenkepija-forget-neg-1,yab,wenkepïja,,vi,forget-NEG,wenkepï ja,,,,,
itateke-hear-pl-imp,yab,itatëkë,,vt,hear-PL-IMP,ita të kë,,,,,
panaimapeke-give-advice-prog-tr,yab,panaimapëkë,,vt,give_advice-PROG.TR,panaima pëkë,,,,,
